Abychom	a b I x o m
Ahoi	a h\ o I
Ahoj	a h\ o j
Aktualně	a k t u a l J e
Americké	a m e r I t_s k e:
Američane	a m e r I t_S a n e
Así	a s i:
Australie	a_u s t r a l I e
Auto	a_u t o
Azií	a z I i:
Baltske	b a l t s k e
Behem	b e h\ e m
Berlíne	b e r l i: n e
Bilé	b I l e:
Bobik	b o b I k
BrylE	b r I l e
Bude	b u d e
Budejovici	b u d e j o v I t_s I
Budemé	b u d e m e:
Budes	b u d e s
Bukareštu	b u k a r e S t u
Bůde	b u: d e
Cely	t_s e l I
Chces	x t_s e s
Chcí	x t_s i:
Checam	x e t_s a m
Chechach	x e x a x
Chodim	x o J\ I m
Chodíl	x o J\ i: l
Chtela	x t e l a
Chtelá	x t e l a:
Chtěla	x c e l a
Cizi	t_s I z I
Cítíli	t_s i: c i: l I
Dava	d a v a
Davej	d a v e j
Davá	d a v a:
Dekuji	d e k u j I
Dekuju	d e k u j u
Diky	J\ I k I
Diplomku	J\ I p l o m k u
Ditě	J\ I c e
Dneská	d n e s k a:
Dobry	d o b r I
Dobá	d o b a:
Dom	d o m
Domnivali	d o m J I v a l I
Domu	d o m u
Dospěli	d o s p j e l I
Dostaváme	d o s t a v a: m e
Doufam	d o_u f a m
Draždanech	d r a Z d a n e x
Dražďan	d r a Z J\ a n
Dražďanech	d r a Z J\ a n e x
Dražďany	d r a Z J\ a n I
Druha	d r u h\ a
Drášďan	d r a: S J\ a n
Drášďanech	d r a: S J\ a n e x
Duležitějsí	d u l e Z I c e j s i:
Dál	d a: l
Dějíny	J\ e j i: n I
Děkuji	J\ e k u j I
Děkuju	J\ e k u j u
Dětí	J\ e c i:
Dřive	d P\ I v e
Důležite	d u: l e Z I t e
E-mail	e m a I l
Egiptu	e g I p t u
Email	e m a I l
Filozofii	f I l o z o f I I
Hlasili	h\ l a s I l I
Hledam	h\ l e d a m
Hlávnim	h\ l a: v J I m
Hodi	h\ o J\ I
Honzika	h\ o n z I k a
Hotelu	h\ o t e l u
Hrád	h\ r a: t
Icestovani	I t_s e s t o v a J I
Ikdyž	I g d I S
Inaměsti	I n a m J e s c I
Indianove	I n J\ I a n o v e
Ing	I N g
Internetu	I n t e r n e t u
Italie	I t a l I e
Italii	I t a l I I
Italíe	I t a l i: e
Italíi	I t a l i: I
Ja	j a
Jake	j a k e
Jeji	j e j I
Jesti	j e s c I
Ješte	j e S t e
Jsem	j s e m
Já	j a:
Jáka	j a: k a
Jínak	j i: n a k
Jště	j S c e
Katy	k a t I
Kazde	k a z d e
Kazdy	k a z d I
Kazdý	k a z d i:
Každa	k a Z d a
Každe	k a Z d e
Každy	k a Z d I
Kdiz	g d I s
Kdy	g d I
Kdé	g d e:
Kdýž	g d i: S
Knihovne	k J I h\ o v n e
Knihovně	k J I h\ o v J e
Kolik	k o l I k
Kolikrat	k o l I k r a t
Kolík	k o l i: k
Konečny	k o n e t_S n I
Kouka	k o_u k a
Koupáji	k o_u p a: j I
Košiče	k o S I t_S e
Ktery	k t e r I
Kterí	k t e r i:
Kurz	k u r s
Kurzy	k u r z I
Křivoklat	k Q\ I v o k l a t
Libilo	l I b I l o
Libí	l I b i:
Lide	l I d e
Londynu	l o n d I n u
Lídé	l i: d e:
Ma	m a
Maji	m a j I
Malte	m a l t e
Mam	m a m
Mame	m a m e
Mate	m a t e
Maš	m a S
Mej	m e j
Mejse	m e j s e
Mejte	m e j t e
Melo	m e l o
Mila	m I l a
Mily	m I l I
Minúla	m I n u: l a
Mnohy	m= n o h\ I
Mochla	m o x l a
Mochli	m o x l I
Mohou	m o h\ o_u
Momentalně	m o m e n t a l J e
Morave	m o r a v e
Mozná	m o z n a:
Mozně	m o z J e
Možna	m o Z n a
MudR	m u d r=
Muj	m u j
Musim	m u s I m
Musiš	m u s I S
Muslím	m u s l i: m
Musílá	m u s i: l a:
Muz	m u s
Muzu	m u z u
Mušež	m u S e S
Muže	m u Z e
Mužeme	m u Z e m e
Mužete	m u Z e t e
Mužeš	m u Z e S
Mužou	m u Z o_u
Mužu	m u Z u
Mysim	m I s I m
Myslim	m I s l I m
Myslíla	m I s l i: l a
Myslým	m I s l i: m
Mála	m a: l a
Mátka	m a: t k a
MíláEvo	m i: l a: e v o
Mímo	m i: m o
Míslím	m i: s l i: m
Mýslím	m i: s l i: m
Můzeme	m u: z e m e
Můzete	m u: z e t e
Můž	m u: S
Může	m u: Z e
Napsála	n a p s a: l a
Napíš	n a p i: S
Napřiklad	n a p Q\ I k l a t
Napříkla	n a p Q\ i: k l a
Nas	n a s
Nasledujicim	n a s l e d u j I t_s I m
Naučíl	n a_u t_S i: l
Naš	n a S
Ne	n e
Nedavno	n e d a v n o
Nejaké	n e j a k e:
Nejdřive	n e j d P\ I v e
Nekolik	n e k o l I k
Nemam	n e m a m
Nemecku	n e m e t_s k u
Neplanuju	n e p l a n u j u
Neráda	n e r a: d a
Nevim	n e v I m
Neviš	n e v I S
Nevím	n e v i: m
Neznámena	n e z n a: m e n a
Nádraží	n a: d r a Z i:
Náše	n a: S e
Náštěstí	n a: S c e s c i:
Někteři	J e k t e P\ I
Němečko	J e m e t_S k o
Obdobi	o b d o b I
Obratím	o b r a c i: m
Obyčejne	o b I t_S e j n e
Odpolodne	o d p o l o d n e
Odpovída	o d p o v i: d a
Oní	o J i:
Osmnácteho	o s m= n a: t_s t e h\ o
Ostatni	o s t a t J I
Otěc	o c e t_s
PIN-kod	p I n k o t
PRI	p r I
Pana	p a n a
Pani	p a J I
Phd	p h\ t
Pilzeňský	p I l z e J s k i:
Pisu	p I s u
Pišu	p I S u
Planue	p l a n u e
Platim	p l a c I m
Plávali	p l a: v a l I
Podlě	p o d l j e
Pojedu	p o j e d u
Polsku.Rádá	p o l s k u r a: d a:
Ponevadz	p o n e v a d s
Ponevadž	p o n e v a d S
Posilam	p o s I l a m
Posilaš	p o s I l a S
Posilám	p o s I l a: m
Posledny	p o s l e d n I
Poslete	p o s l e t e
Potkál	p o t k a: l
Potvržením	p o t v r= Z e J i: m
Pozdravem	p o z d r a v e m
Poznátky	p o z n a: t k I
Poznávam	p o z n a: v a m
Počasi	p o t_S a s I
Pořad	p o P\ a t
Pořát	p o P\ a: t
Prace	p r a t_s e
Prahi	p r a h\ I
Pravocat	p r a v o t_s a t
Pravě	p r a v j e
Pražáné	p r a Z a: n e:
Pred	p r e t
Preju	p r e j u
Prestože	p r e s t o Z e
Prijedlí	p r I j e d l i:
Prijela	p r I j e l a
Prosim	p r o s I m
Proto	p r o t o
Protoze	p r o t o z e
Prvni	p r= v J I
Próto	p r o: t o
Ptaš	p t a S
Pátek	p a: t e k
Píjéme	p i: j e: m e
Pírne	p i: r n e
Předevšim	p Q\ e d e v S I m
Předpokladám	p Q\ e d p o k l a d a: m
Přesne	p Q\ e s n e
Přišti	p Q\ I S c I
Příjela	p Q\ i: j e l a
Rad	r a t
Rada	r a d a
Radi	r a J\ I
Radá	r a d a:
Republice	r e p u b l I t_s e
Rodina	r o J\ I n a
Romanyy	r o m a n I I
Rádá	r a: d a:
Ríká	r i: k a:
Samozřejme	s a m o z P\ e j m e
Samozřejmně	s a m o z P\ e j m J e
Samozřejmy	s a m o z P\ e j m I
Samozřejmňe	s a m o z P\ e j m J e
Samozřemě	s a m o z P\ e m J e
Samožrejme	s a m o Z r e j m e
Samožrejmě	s a m o Z r e j m J e
Sedjeme	s e d j e m e
Setkame	s e t k a m e
Setkavame	s e t k a v a m e
Setkáva	s e t k a: v a
Sidí	s I J\ i:
Skola	s k o l a
Slovinski	s l o v I n s k I
Snažít	s n a Z i: t
Solný	s o l n i:
Souhlasiš	s o_u h\ l a s I S
Souhlsiš	s o_u h\ l= s I S
Součastný	s o_u t_S a s t n i:
Spanělsku	s p a J e l s k u
Specialní	s p e t_s I a l J i:
Srdečne	s r= d e t_S n e
Srp	s r= p
Stoveti	s t o v e c I
Státy	s t a: t I
Svazem	s v a z e m
Svícarsko	s v i: t_s a r s k o
Syrii	s I r I I
Take	t a k e
Takím	t a k i: m
Taký	t a k i:
Tatinek	t a c I n e k
Tatinka	t a c I N k a
Tebé	t e b e:
Tebě	t e b j e
Tehdější	t e h\ J\ e j S i:
Ten	t e n
Tenta	t e n t a
Teple	t e p l e
Tesi	t e s I
Tetno	t e t n o
Tešela	t e S e l a
Teši	t e S I
Tešim	t e S I m
Teším	t e S i: m
Thaiska	t h\ a I s k a
Ti	c I
Tomaš	t o m a S
Totiz	t o c I s
Treba	t r e b a
Trikrát	t r I k r a: t
Trplivost	t r= p l I v o s t
Tva	t v a
Tve	t v e
Tvrzeni	t v r= z e J I
Tvuj	t v u j
Tvuji	t v u j I
Ty	t I
Tám	t a: m
Tí	c i:
Těsim	c e s I m
Těsím	c e s i: m
Těšim	c e S I m
Těší	c e S i:
Těším	c e S i: m
Umení	u m e J i:
Umožnuje	u m o Z n u j e
Univerzitě	u J I v e r z I c e
Uspešně	u s p e S J e
Uvidime	u v I J\ I m e
Učime	u t_S I m e
Uždítě	u Z J\ i: c e
Vam	v a m
Važený	v a Z e n i:
Vic	v I t_s
Vidime	v I J\ I m e
Vim	v I m
Vino	v I n o
Vite	v I t e
Vitám	v I t a: m
Viš	v I S
Vspomínám	v s p o m i: n a: m
Vydělavat	v I J\ e l a v a t
Vyhody	v I h\ o d I
Vypravovalajsi	v I p r a v o v a l a j s I
Vyrustala	v I r u s t a l a
Vyučovácí	v I u t_S o v a: t_s i:
Vzdelaný	v z d e l a n i:
Vzdy	v z d I
Vzdycky	v z d I t_s k I
Vám	v a: m
Vámi	v a: m I
Vás	v a: s
Víc	v i: t_s
Vídím	v i: J\ i: m
Vý	v i:
Výsokou	v i: s o k o_u
Většína	v j e t S i: n a
Všechný	v S e x n i:
Všehno	v S e h\ n o
Všichní	v S I x J i:
Všíchni	v S i: x J I
Vždycký	v Z d I t_s k i:
Zachrána	z a x r a: n a
Zajimalo	z a j I m a l o
Zaleží	z a l e Z i:
Zamozřejmě	z a m o z P\ e j m J e
Zapamátovála	z a p a m a: t o v a: l a
Zaroveň	z a r o v e J
Zatim	z a c I m
Začinal	z a t_S I n a l
Začinám	z a t_S I n a: m
Země	z e m J e
Zena	z e n a
Zeptame	z e p t a m e
Zitra	z I t r a
Znad	z n a t
Znalostí	z n a l o s c i:
Znam	z n a m
Znamena	z n a m e n a
Znamý	z n a m i:
Znaš	z n a S
Ználost	z n a: l o s t
Známena	z n a: m e n a
Zustala	z u s t a l a
Zítrá	z i: t r a:
a	a
absolvovát	a b s o l v o v a: t
abyh	a b I x
abyse	a b I s e
adekvatně	a d e k v a t J e
adressa	a d r e s a
aktualní	a k t u a l J i:
aktéřy	a k t e: P\ I
apod	a p o t
at	a t
atd	a t t
atmosferá	a t m o s f e r a:
atmosfeře	a t m o s f e P\ e
atď	a t c
aute	a_u t e
b	p
baraku	b a r a k u
barú	b a r u:
bavim	b a v I m
baťochu	b a c o x u
behem	b e h\ e m
belo	b e l o
beloruštíně	b e l o r u S c i: J e
bezpecní	b e z p e t_s J i:
bežný	b e Z n i:
bežoucím	b e Z o_u t_s i: m
bidlý	b I d l i:
bilo	b I l o
bily	b I l I
blizko	b l I z k o
bliš	b l I S
bluzu	b l u z u
bohaty	b o h\ a t I
botičký	b o c I t_S k i:
brigadech	b r I g a d e x
brigadě	b r I g a J\ e
brile	b r I l e
brily	b r I l I
bryle	b r I l e
brzou	b r= z o_u
bríle	b r i: l e
brěznu	b r j e z n u
buch	b u x
bude	b u d e
budes	b u d e s
budlím	b u d l i: m
budoucností	b u d o_u t_s n o s c i:
budoucní	b u d o_u t_s J i:
budousna	b u d o_u s n a
budé	b u d e:
buodu	b u o d u
buzy	b u z I
by	b I
bych	b I x
bydlenim	b I d l e J I m
bydli	b I d l I
bydlim	b I d l I m
bydlite	b I d l I t e
bydliš	b I d l I S
bydly	b I d l I
byh	b I x
byla	b I l a
bylí	b I l i:
byt	b I t
byvalo	b I v a l o
byznesman	b I z n e s m a n
byš	b I S
bých	b i: x
býchom	b i: x o m
býlo	b i: l o
býtu	b i: t u
běhěm	b j e h\ j e m
břeholníky	b P\ e h\ o l J i: k I
břežna	b P\ e Z n a
bůdu	b u: d u
c	t_s
ca	t_s a
cas	t_s a s
casto	t_s a s t o
caš	t_s a S
ce	t_s e
cela	t_s e l a
celem	t_s e l e m
celkove	t_s e l k o v e
cely	t_s e l I
cenadénně	t_s e n a d e: n j e
certifikaty	t_s e r c I f I k a t I
cervence	t_s e r v e n t_s e
ceskeho	t_s e s k e h\ o
ceský	t_s e s k i:
cestach	t_s e s t a x
cestovalá	t_s e s t o v a l a:
cestovaní	t_s e s t o v a J i:
cestá	t_s e s t a:
chceté	x t_s e t e:
chceš.Ješte	x t_s e S j e S t e
chcéme	x t_s e: m e
chcí	x t_s i:
cheme	x e m e
chitra	x I t r a
chitrych	x I t r I x
chodi	x o J\ I
chodime	x o J\ I m e
chodít	x o J\ i: t
cholka	x o l k a
chovaní	x o v a J i:
chovaný	x o v a n i:
chovát	x o v a: t
chripku	x r I p k u
chte	x t e
chteji	x t e j I
chtejí	x t e j i:
chtel	x t e l
chtela	x t e l a
chteli	x t e l I
chtely	x t e l I
chtit	x c I t
chtěji	x c e j I
chtělá	x c e l a:
chutně	x u t J e
chutu	x u t u
chvili	x v I l I
chvilě	x v I l j e
chvílí	x v i: l i:
chýtrý	x i: t r i:
cist	t_s I s t
citi	t_s I c I
citila	t_s I c I l a
citim	t_s I c I m
citime	t_s I c I m e
citit	t_s I c I t
cití	t_s I c i:
citím	t_s I c i: m
cizíně	t_s I z i: J e
clověk	t_s l o v j e k
clověka	t_s l o v j e k a
clubě	t_s l u b j e
coje	t_s o j e
conversace	t_s o n v e r s a t_s e
cvíčit	t_s v i: t_S I t
célý	t_s e: l i:
cí	t_s i:
císt	t_s i: s t
cít	t_s i: t
cítatů	t_s i: t a t u:
cíti	t_s i: c I
cítime	t_s i: c I m e
cízimzé	t_s i: z I m z e:
cízinec	t_s i: z I n e t_s
cízině	t_s i: z I J e
cízí	t_s i: z i:
cízím	t_s i: z i: m
dal	d a l
dale	d a l e
dalsí	d a l s i:
dalé	d a l e:
dalí	d a l i:
dalšmíhostmí	d a l S m i: h\ o s t m i:
dana	d a n a
darek	d a r e k
darmo	d a r m o
dat	d a t
dava	d a v a
davala	d a v a l a
davam	d a v a m
davat	d a v a t
davno	d a v n o
davá	d a v a:
daváme	d a v a: m e
davát	d a v a: t
dekuji	d e k u j I
dekuju	d e k u j u
dekují	d e k u j i:
delal	d e l a l
delala	d e l a l a
delame	d e l a m e
delat	d e l a t
delá	d e l a:
delála	d e l a: l a
deláme	d e l a: m e
demonštrovat	d e m o n S t r o v a t
demonštruje	d e m o n S t r u j e
desatého	d e s a t e: h\ o
desetí	d e s e c i:
detajly	d e t a j l I
deti	d e c I
detství	d e t s t v i:
deśet	d e e t
diky	J\ I k I
diplomonovou	J\ I p l o m o n o v o_u
ditě	J\ I c e
ditěte	J\ I c e t e
ditětem	J\ I c e t e m
ditěti	J\ I c e c I
divaji	J\ I v a j I
divají	J\ I v a j i:
divam	J\ I v a m
divat	J\ I v a t
divám	J\ I v a: m
diťete	J\ I c e t e
dlohý	d l o h\ i:
dlouhe	d l o_u h\ e
dlóuho	d l o: u h\ o
dlůh	d l u: x
dnesek	d n e s e k
dnešni	d n e S J I
dnešnim	d n e S J I m
dní	d J i:
dněšek	d J e S e k
dněšního	d J e S J i: h\ o
do	d o
dobra	d o b r a
dobre	d o b r e
dobreho	d o b r e h\ o
dobri	d o b r I
dobry	d o b r I
dobrímslovem	d o b r i: m s l o v e m
dobé	d o b e:
dobŘé	d o b e:
dobře	d o b P\ e
dobřé	d o b P\ e:
dobše	d o b S e
dobže	d o b Z e
dochazejí	d o x a z e j i:
dochazet	d o x a z e t
dochazí	d o x a z i:
dodatkovy	d o d a t k o v I
dohromadí	d o h\ r o m a J\ i:
dojit	d o j I t
dokazalí	d o k a z a l i:
dokaže	d o k a Z e
dokažu	d o k a Z u
doktorantskou	d o k t o r a n t s k o_u
domu	d o m u
donno-denně	d o n o d e n j e
doplnujicí	d o p l= n u j I t_s i:
doplomovou	d o p l o m o v o_u
dosahl	d o s a h\ l=
dosahli	d o s a h\ l I
dosahneme	d o s a h\ n e m e
dosahnout	d o s a h\ n o_u t
doslová	d o s l o v a:
dospelí	d o s p e l i:
dostalí	d o s t a l i:
dostané	d o s t a n e:
dostanéme	d o s t a n e: m e
dostavali	d o s t a v a l I
dostavame	d o s t a v a m e
dostavaní	d o s t a v a J i:
dostavat	d o s t a v a t
dostavá	d o s t a v a:
dostaváme	d o s t a v a: m e
dostupnosti	d o s t u p n o s c I
dostáli	d o s t a: l I
douhe	d o_u h\ e
douležita	d o_u l e Z I t a
dovolena	d o v o l e n a
dovolene	d o v o l e n e
dovolenu	d o v o l e n u
dovonenou	d o v o n e n o_u
dovědností	d o v j e d n o s c i:
dozvednosti	d o z v e d n o s c I
dozvedností	d o z v e d n o s c i:
drahu	d r a h\ u
dražsí	d r a Z s i:
druha	d r u h\ a
druhí	d r u h\ i:
duležita	d u l e Z I t a
duležite	d u l e Z I t e
duležitou	d u l e Z I t o_u
duležité	d u l e Z I t e:
duma	d u m a
duševne	d u S e v n e
dvadcátím	d v a d t_s a: c i: m
dvakrat	d v a k r a t
dve	d v e
dvelůzkovy	d v e l u: z k o v I
dvoulužkovy	d v o_u l u Z k o v I
dvoulůzkový	d v o_u l u: z k o v i:
dvouměsiční	d v o_u m J e s I t_S J i:
dvá	d v a:
dvé	d v e:
dvěřích	d v j e P\ i: x
dyplomu	d I p l o m u
dáRék	d a: r e: k
dál	d a: l
dálo	d a: l o
dáva	d a: v a
dávnemu	d a: v n e m u
dávát	d a: v a: t
délší	d e: l S i:
dén	d e: n
díte	J\ i: t e
dítětí	J\ i: c e c i:
dívame	J\ i: v a m e
dívila	J\ i: v I l a
dědíctví	J\ e J\ i: t_s t v i:
děla	J\ e l a
dělaji	J\ e l a j I
dělame	J\ e l a m e
dělime	J\ e l I m e
dělát	J\ e l a: t
dětmí	J\ e t m i:
dětstvi	J\ e t s t v I
dětí	J\ e c i:
dětčtví	J\ e t t_S t v i:
dřiv	d P\ I f
důlezité	d u: l e z I t e:
důležita	d u: l e Z I t a
důležite	d u: l e Z I t e
důležity	d u: l e Z I t I
důležíte	d u: l e Z i: t e
důležítost	d u: l e Z i: t o s t
důležítou	d u: l e Z i: t o_u
důležíté	d u: l e Z i: t e:
důse	d u: s e
důstojne	d u: s t o j n e
džinech	d Z I n e x
džiny	d Z I n I
economcký	e t_s o n o m t_s k i:
eho	e h\ o
ekonomicke	e k o n o m I t_s k e
email	e m a I l
emaly	e m a l I
emoci	e m o t_s I
encykopedií	e n t_s I k o p e J\ I i:
estli	e s t l I
evropskych	e v r o p s k I x
evropán	e v r o p a: n
existovatve	e I s t o v a t v e
existuji	e I s t u j I
exurze	e u r z e
fakulte	f a k u l t e
fascinuji	f a s t_s I n u j I
finánčních	f I n a: n t_S J i: x
fizickou	f I z I t_s k o_u
fizika	f I z I k a
fizycká	f I z I t_s k a:
formalnějí	f o r m a l J e j i:
fotografíe	f o t o g r a f i: e
fotográfii	f o t o g r a: f I I
fotohrafie	f o t o h\ r a f I e
francouzkou	f r a n t_s o_u z k o_u
francouzký	f r a n t_s o_u z k i:
fungovát	f u N g o v a: t
fungujíci	f u N g u j i: t_s I
gde	g d e
gdiž	g J\ I S
gdyž	g d I S
gdíz	g J\ i: s
gramaticu	g r a m a c I t_s u
gramatíku	g r a m a c i: k u
gumanitarný	g u m a J I t a r n i:
gymnazia	g I m n a z I a
hajít	h\ a j i: t
havarie	h\ a v a r I e
hazim	h\ a z I m
heska	h\ e s k a
heske	h\ e s k e
heskou	h\ e s k o_u
heské	h\ e s k e:
heský	h\ e s k i:
hezka	h\ e z k a
hezke	h\ e z k e
hezkeho	h\ e z k e h\ o
hezky	h\ e z k I
hezký	h\ e z k i:
hežký	h\ e Z k i:
historicke	h\ I s t o r I t_s k e
hlasi	h\ l a s I
hlavne	h\ l a v n e
hlavní	h\ l a v J i:
hlavý	h\ l a v i:
hleda	h\ l e d a
hledal	h\ l e d a l
hledam	h\ l e d a m
hledame	h\ l e d a m e
hledíska	h\ l e J\ i: s k a
hlouběj	h\ l o_u b j e j
hlás	h\ l a: s
hnedy	h\ n e d I
hnet	h\ n e t
hnizdo	h\ J I z d o
hodi	h\ o J\ I
hodině	h\ o J\ I J e
hodna	h\ o d n a
hodne	h\ o d n e
hodné	h\ o d n e:
hodňe	h\ o d J e
hory.Mátétaký	h\ o r I m a: t e: t a k i:
hrat	h\ r a t
hriště	h\ r I S c e
hromády	h\ r o m a: d I
hráji	h\ r a: j I
hríště	h\ r i: S c e
hudé	h\ u d e:
humanisticke	h\ u m a J I s c I t_s k e
hřiští	h\ P\ I S c i:
hříšti	h\ P\ i: S c I
hříště	h\ P\ i: S c e
idealní	I d e a l J i:
